		Centro	OrdCliente	Planj.MRP	Ordem	Material	Texto breve material	InícProgr.	Fim prog.	FimProgOri	 Qtd.teór.	Qtd.forn.	Qtd. Pend.	Texto da ordem	Mot Atraso	Descrição	Conc Ordem
		1109		100	1132729501	15898738	ENGR 51,4 1,25 Z053 25	29.01.2025	19.02.2025	30.01.2025	        5	       0	        5	Seq. Maq. 91130004   Seq1. 1,2500   Seq2. ENGR   Seq3. DIAMETRO FURO 25,00 OPENTREGUE NO CORTE 18/12 AS 13:00 POR MARCELO	0157	Usinagem engrenagens - ATRASO	07.03.2025
		1109		020	1132739180	15972051	EIXO PINHAO OP 3,5 Z015	24.01.2025	19.02.2025	31.01.2025	       40	       0	       40	OP ENTREGUE NO CORTE 18/12 AS 14:30 POR MARCELO	0167	Usinagem Pinhão - ATRASO	07.03.2025
		1109		030	1132742385	16008490	CARCACA GT127 RAL 5009 BASE	17.02.2025	19.02.2025	19.02.2025	        5	       0	        5	OP postergada devido ao lead time do material bruto (sharepoint) - Paola F. 18.12	0018	Suprimentos - ATRASO	07.03.2025
		1109		020	1132748722	15953714	EIXO PINHAO IP 2 Z016	19.02.2025	19.02.2025	03.02.2025	        2	       0	        2	op entregue no corte 06/01 as 07:00 por Marcelo OP relida, troca de ct 500 para 230 - Paola F. 13.01	0167	Usinagem Pinhão - ATRASO	07.03.2025
		1109		100	1132857879	15923281	ENGR 127 2,5 Z073 72	07.02.2025	19.02.2025	10.02.2025	        5	       0	        5	OP ENTREGUE NO CORTE 20/001 AS 07:50 POR MARCELO	0157	Usinagem engrenagens - ATRASO	07.03.2025
		1109		100	1132935325	15897525	ENGR 115 2,5 Z076 67	13.02.2025	19.02.2025	14.02.2025	       15	       0	       15	op entregue no corte 24/01 as 13:00 por Marcelo	0157	Usinagem engrenagens - ATRASO	07.03.2025
		1109		100	1132935473	15897511	ENGR 70 1,75 Z046 20	13.02.2025	19.02.2025	17.02.2025	       20	       0	       20	Seq. Maq. 91130004   Seq1. 1,7500   Seq2. ENGR   Seq3. DIAMETRO FURO 20,00 op entregue no corte 24/01 as 13:00 por Marcelo	0157	Usinagem engrenagens - ATRASO	07.03.2025
		1109		020	1132945648	15954121	PINHAO CIL 1 011 ASSENTO DIAM 09 USIN	18.02.2025	19.02.2025	19.02.2025	       47	       0	       47	Seq. Maq. 91130004   Seq1. 1,0000   Seq2. EIXO_PINHAO   Seq3. DIAMETRO ASSENTO 9,00 OP ENTREGUE NO CORTE 30/01 AS 06:30 POR MARCELO	0167	Usinagem Pinhão - ATRASO	07.03.2025
		1109		010	1132952303	18410998	EIXO SAIDA SAIDA - ENTRADA MG112 30X60	29.01.2025	19.02.2025	18.02.2025	        3	       0	        3	op entregue no corte 27/01 as 15:00 por Marcelo	0012	Usinagem de Eixos - ATRASO	07.03.2025
		1109		020	1132952314	15920224	EIXO RSF VAZ 1 DENTE	28.01.2025	19.02.2025	19.02.2025	       40	       0	       40	op entregue no corte 27/01 as 15:00 por Marcelo	0012	Usinagem de Eixos - ATRASO	07.03.2025
		1109		010	1132953047	16072087	EIXO SAIDA OS GA160 38X80	18.02.2025	19.02.2025	20.02.2025	        5	       0	        5	OP ENTREGUE NO CORTE 31/01 AS 13:40 POR MARCELO	0012	Usinagem de Eixos - ATRASO	07.03.2025
		1109		110	1132954779	17925285	MANCAL AXIAL C, V, N USIN	19.02.2025	19.02.2025	20.02.2025	       45	       0	       45	OP alterada de 28 para 25 peças - Paola F. 24.01	0013	Usinagem de fundidos - ATRASO	07.03.2025
		1109		020	1132969939	15922091	PINHAO CIL 1,5 015 20 USIN	17.02.2025	19.02.2025	20.02.2025	       10	       0	       10	OP ENTREGUE NO CORTE 29/01 AS 09:30 POR MARCELO	0167	Usinagem Pinhão - ATRASO	07.03.2025
		1109		100	1132971272	15923281	ENGR 127 2,5 Z073 72	17.02.2025	19.02.2025	19.02.2025	        5	       0	        5	OP ENTREGUE NO CORTE 29/01 AS 09:30 POR MARCELO	0157	Usinagem engrenagens - ATRASO	07.03.2025
		1109		020	1132982170	15954122	PINHAO CIL 1 014 ASSENTO DIAM 09 USIN	17.02.2025	19.02.2025	19.02.2025	       26	       0	       26	OP ENTREGUE NO CORTE 30/01 AS 15:20 POR MARCELO	0167	Usinagem Pinhão - ATRASO	07.03.2025
		1109		020	1132982174	15974201	EIXO RSF MAC K04 2 DENTES	30.01.2025	19.02.2025	19.02.2025	        1	       0	        1	OP ENTREGUE NO CORTE 30/01 AS 06:30 POR MARCELO	0012	Usinagem de Eixos - ATRASO	17.03.2025
		1109		020	1132982175	15921673	EIXO RSF MAC/MAC 3 DENTES	30.01.2025	19.02.2025	19.02.2025	        1	       0	        1	OP ENTREGUE NO CORTE 30/01 AS 06:30 POR MARCELO	0012	Usinagem de Eixos - ATRASO	10.03.2025
		1109		020	1132982177	15921609	EIXO RSF MAC 1 DENTE	30.01.2025	19.02.2025	19.02.2025	       15	       0	       15	OP ENTREGUE NO CORTE 30/01 AS 06:30 POR MARCELO	0012	Usinagem de Eixos - ATRASO	07.03.2025
		1109		020	1132982179	15949839	EIXO RSF MAC M07 1 DENTE	30.01.2025	19.02.2025	19.02.2025	       10	       0	       10	OP ENTREGUE NO CORTE 30/01 AS 06:30 POR MARCELO	0012	Usinagem de Eixos - ATRASO	07.03.2025
		1109		020	1132983120	15950208	EIXO RSF MAC M12 1 DENTE	30.01.2025	19.02.2025	19.02.2025	        5	       0	        5	OP ENTREGUE NO CORTE 30/01 AS 06:30 POR MARCELO	0012	Usinagem de Eixos - ATRASO	10.03.2025
		1109		010	1132983429	15918346	EIXO ENTRADA	31.01.2025	19.02.2025	19.02.2025	       10	       0	       10	OP ENTREGUE NO CORTE 30/01 AS 15:20 POR MARCELO	0012	Usinagem de Eixos - ATRASO	07.03.2025
		1109		020	1132983437	15959810	PINHAO CIL 1,25 020 20 USIN	17.02.2025	19.02.2025	20.02.2025	        8	       0	        8	OP ENTREGUE NO CORTE 30/01 AS 15:20 POR MARCELO	0167	Usinagem Pinhão - ATRASO	07.03.2025
		1109		010	1132994881	15931887	EIXO ENTRADA	31.01.2025	19.02.2025	19.02.2025	        1	       0	        1	OP ENTREGUE NO CORTE 30/01 AS 15:20 POR MARCELO	0012	Usinagem de Eixos - ATRASO	07.03.2025
		1109		020	1132997525	15920369	EIXO RSF VAZ 2 DENTES	31.01.2025	19.02.2025	19.02.2025	       20	       0	       20	OP ENTREGUE NO CORTE 30/01 AS 15:20 POR MARCELO	0012	Usinagem de Eixos - ATRASO	07.03.2025
		1109		010	1133006779	15932092	EIXO ENTRADA	03.02.2025	19.02.2025	19.02.2025	       10	       0	       10	OP ENTREGUE NO CORTE 31/01 AS 13:40 POR MARCELO	0012	Usinagem de Eixos - ATRASO	07.03.2025
		1109		010	1133007224	15931867	EIXO ENTRADA	03.02.2025	19.02.2025	19.02.2025	        5	       0	        5	OP ENTREGUE NO CORTE 31/01 AS 13:40 POR MARCELO	0012	Usinagem de Eixos - ATRASO	07.03.2025
		1109		040	1133047221	15967318	FLANGE ENTR IEC 241	13.02.2025	19.02.2025	18.02.2025	       17	       0	       17	OP postergada devido ao lead time do material bruto - Paola F. 03.02 OP alterada de 10 para 17 peças devido migração máquina 364 - Paola F. 11.02	0013	Usinagem de fundidos - ATRASO	07.03.2025
		1109		110	1133069535	16019394	TAMPA MANCAL CARC ENTR GO24,29 USIN	17.02.2025	19.02.2025	19.02.2025	       88	       0	       88		0013	Usinagem de fundidos - ATRASO	07.03.2025
		1109		010	1133076507	16072257	EIXO SAIDA OS GH110 125X245	13.02.2025	19.02.2025	19.02.2025	        6	       0	        6	op entregue no corte 11/02 as 07:30 por Marcelo	0012	Usinagem de Eixos - ATRASO	07.03.2025
		1109		060	1133078746	15984571	BUCHA 80X50X13,5mm	11.02.2025	19.02.2025	19.02.2025	       40	       0	       40	op entregue no corte 07/02 as 14:00 por Marcelo	0012	Usinagem de Eixos - ATRASO	07.03.2025
		1109		040	1133092557	15996406	MANCAL AXIAL GH110 USIN	11.02.2025	19.02.2025	19.02.2025	       12	       0	       12		0013	Usinagem de fundidos - ATRASO	07.03.2025
		1109		011	1133095905	16035066	EIXO SAIDA HS GS75 35X126	12.02.2025	19.02.2025	19.02.2025	      108	       0	      108
		1109		100	1133096209	16634200	EIXO VAZ C/COROA DIR WCR51 Ø25 Z25	18.02.2025	19.02.2025	19.02.2025	        4	       0	        4	OP postergada devido ao lead time do material bruto - Paola F. 07.02	0012	Usinagem de Eixos - ATRASO	07.03.2025
		1109		011	1133102953	16123234	CUBO COROA 40X117	13.02.2025	19.02.2025	19.02.2025	        3	       0	        3	op entregue no corte 11/02 as 07:30 por Marcelo
		1109		030	1133116221	15884470	CARCACA PARALELO GH80 MONT 00003	14.02.2025	19.02.2025	19.02.2025	        5	       0	        5		0018	Suprimentos - ATRASO	10.03.2025
		1109		100	1133130726	16031812	ENGR 45,12 1 Z075 25	14.02.2025	19.02.2025	21.02.2025	      300	       0	      300	op entregue no corte 12/02 as 07:30 por Marcelo OP alterado ct 194 para 432 - Paola F. 14.02	0157	Usinagem engrenagens - ATRASO	10.03.2025
		1109		020	1133132135	16037076	EIXO RSF VAZ 1 DENTE	14.02.2025	19.02.2025	19.02.2025	       30	       0	       30		0012	Usinagem de Eixos - ATRASO	28.02.2025
		1109		070	1133133432	15926474	EIXO VAZ C/COROA Ø24	18.02.2025	19.02.2025	19.02.2025	        2	       0	        2
		1109		031	1133136629	14030475	CARCACA WCG20 V02 B35 BASE	18.02.2025	19.02.2025	19.02.2025	       96	       0	       96	OP alterada de 120 para 96 peças (sharepoint) - Paola F. 11.02	0013	Usinagem de fundidos - ATRASO	07.03.2025
		1109		040	1133142603	15937402	TAMPA INSPECAO GD40	17.02.2025	19.02.2025	19.02.2025	      117	       0	      117		0018	Suprimentos - ATRASO	07.03.2025
		1109		040	1133143871	15970413	TAMPA VED 56X110X110X20 USIN	17.02.2025	19.02.2025	19.02.2025	        7	       0	        7		0013	Usinagem de fundidos - ATRASO	07.03.2025
		1109		010	1133144723	15914810	EIXO ENTRADA	18.02.2025	19.02.2025	19.02.2025	       20	       0	       20	Op entregue no corte 7:00 14/02/2025 por CLARISSA	0012	Usinagem de Eixos - ATRASO	07.03.2025
		1109		010	1133144725	15919469	EIXO SAIDA SS 75X350	17.02.2025	19.02.2025	19.02.2025	        3	       0	        3	op entregue no corte as 07:00 13/02/2025 por Clarissa	0012	Usinagem de Eixos - ATRASO	07.03.2025
		1109		010	1133144732	16361410	EIXO SAIDA OS GC55 50X200	18.02.2025	19.02.2025	19.02.2025	        2	       0	        2	Op entregue no corte 7:00 14/02/2025 por CLARISSA	0012	Usinagem de Eixos - ATRASO	07.03.2025
		1109		030	1133152493	15883532	CARCACA PARALELO GD70 BASE	17.02.2025	19.02.2025	20.02.2025	       11	       0	       11		0013	Usinagem de fundidos - ATRASO	07.03.2025
		1109		110	1133156293	16019459	TAMPA MANCAL CARC ENTR GO38,42 USIN	19.02.2025	19.02.2025	20.02.2025	       85	       0	       85		0013	Usinagem de fundidos - ATRASO	07.03.2025
		1109		040	1133156663	16005746	FLANGE SAID GA71 IEC 137X37 USIN	18.02.2025	19.02.2025	19.02.2025	       17	       0	       17		0013	Usinagem de fundidos - ATRASO	07.03.2025
		1109		040	1133172108	15974734	TAMPA VED 155X155X42 USIN	18.02.2025	19.02.2025	19.02.2025	        3	       0	        3		0013	Usinagem de fundidos - ATRASO	14.03.2025
